Name,Credentials
Jo An Lee,Marriage & Family Therapist Intern
Jo Ann Preston,Clinical Social Work/Therapist
Jo Ellyn Pederson,"Psychologist, PhD"
Joal Ann Bennett (-Stenzel),"Clinical Social Work/Therapist, LCSW-C, LICSW, MSW"
Joan Bellsey,"Clinical Social Work/Therapist, LICSW, LCSW-C, CAC"
Joan Furlani,"Counselor, MA, LGPC, NCC"
Joan Jurkowski,"Licensed Clinical Professional Counselor, LCPC, CAC-AD"
Joan M McInerney,"Clinical Social Work/Therapist, MSW, LCSW-C"
Joan Moore,"Psychological Associate, PsyD, MA"
Joan Prince,"Licensed Professional Counselor, NCC, LCPC, LPC, SEP"
Joan Rabinor,"Clinical Social Work/Therapist, LCSW-C"
Joan Thurston,"Counselor, EdD, LCPC-S, LMHC, CCM"
Joan Weill,"Clinical Social Work/Therapist, LCSW-C"
Joan Wessel,"Clinical Social Work/Therapist, LCSW-C"
Joana Tasi,"Clinical Social Work/Therapist, LICSW"
JoaniTheInterventionist.com,"C, I, P"
JoAnn B Proctor,"Licensed Clinical Professional Counselor, MA, LCPC"
JoAnn Crouse,"Counselor, LGPC, NCC"
"JoAnn Sheffield, LCSW-C, ACC","Clinical Social Work/Therapist, LCSW-C, ACC, LCAC"
Joanna Chakerian,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Joanna Chango-James,"Psychologist, PhD"
Joanna Hurwitz,"Clinical Social Work/Therapist, LCSW-C"
Joanna Jackson,"Clinical Social Work/Therapist, LMSW"
Joanna Lhulier,"Psychologist, PsyD"
Joanna Lucia Bissell,"Clinical Social Work/Therapist, LCSW, LICSW, LCSW-C"
Joanna Strait,"Clinical Social Work/Therapist, MSW, LICSW, LCSW-C, LCSW"
Joanna Weedlun,"Counselor, LGPC, NCC"
Joanne Assarsson,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW, OSW-C"
Joanne Bagshaw & Associates,"Licensed Clinical Professional Counselor, PhD, LCPC"
Joanne Epstein,"Clinical Social Work/Therapist, LCSW"
Joanne Lynch-Bachbauer,"Clinical Social Work/Therapist, LCSW-C"
Joanne Roarty,"Counselor, LGPC"
Joanne Taylor,"Clinical Social Work/Therapist, LCSW-C"
Joanne Vu,"Clinical Social Work/Therapist, LCSW-C"
Joanne Wolf Small,"Clinical Social Work/Therapist, MSW, LCSW-C"
Joanne Zucchetto,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Joanner Milobsky,"Clinical Social Work/Therapist, LCSW-C"
Jocelyn Kelly,"Clinical Social Work/Therapist, LCSW-C"
Jocelyn Marcus,"Clinical Social Work/Therapist, LCSW-C"
Jocelyn Mayer,"Clinical Social Work/Therapist, LMSW"
Jodi Brown,"Counselor, LMHC, LCPC"
Jodi Cobb,"Marriage & Family Therapist, PhD, LCMFT"
Jodi Dively,"Clinical Social Work/Therapist, LCSW-C"
Jodi Francis,"Clinical Social Work/Therapist, LCSW-C"
Jodi Willems,"Licensed Professional Counselor, LPCMH"
Jodi Winograd Schuleman,"Clinical Social Work/Therapist, LMSW, MEd"
Jodie Fenske,"Counselor, LCPC"
Jodie Foster,"Counselor, LCPC"
Jodie Rohrer,"Clinical Social Work/Therapist, LMSW"
Jody Barnes,"Clinical Social Work/Therapist, LCSW, LCSW-C"
Jody Grodnitzky,"Licensed Clinical Professional Counselor, LCPC"
Jody Tabner Thayer,"Clinical Social Work/Therapist, LCSW-C"
Joe Becker,Clinical Social Work/Therapist
Joe Gallagher,"Licensed Clinical Professional Counselor, MA, LCPC, NCC, CCTP, BC-TMH"
Joe Hodge,"Licensed Professional Counselor, LPC, CAIMHP"
Joe James,"Psychologist, PhD"
Joe Zappala,"Clinical Social Work/Therapist, LCSW-C"
Joel Gunzburg,"Clinical Social Work/Therapist, LCSW-C"
Joel Kanter,"Clinical Social Work/Therapist, MSW, LCSW-C"
Joel Porter,"Licensed Clinical Professional Counselor, LCPC, C-DBT"
Joel Velazquez,"Counselor, LGPC, Esq"
Joelene Parks,"Clinical Social Work/Therapist, LCSW-C"
Joelle Muganga,Clinical Social Work/Therapist
Joey Mazzaferri,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW"
Joey Sheffield,"Clinical Social Work/Therapist, LMSW"
Johanna Clay Souder,"Psychologist, PsyD"
Johanna Roncagliolo-Garcia,"Clinical Social Work/Therapist, LCSW-C"
Johanna Smoot,"Counselor, MA, LCPC"
Johanna Williams,PhD
Johanté Wood,"Licensed Clinical Professional Counselor, LCPC"
Johari Eligan,"Licensed Clinical Professional Counselor, MEd, LPC, LCPC"
John (Jj) Jackson III,"Counselor, MA, NCC, LCPC, LPC"
John A Robertson,"Clinical Social Work/Therapist, LMSW"
John B Fruits,"Licensed Professional Counselor, LCPC, LPCMH, MS  NCC"
John Backert,"Licensed Clinical Professional Counselor, LCPC, NCC"
John Chamberlain,"Psychologist, PhD"
John D Gartner,"Psychologist, PhD"
John D Weibel,"Clinical Social Work/Therapist, LCSW-C"
John D. Kotler,"Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
John Danna,"Psychologist, PhD"
John DeHart,"Psychologist, PsyD"
John Dende,"Licensed Clinical Professional Counselor, LCPC"
John Flannery,"Clinical Social Work/Therapist, LCSW-C"
John G. Boyle,"Counselor, LGPC"
John Gingrich,"Counselor, MCPAT, LGPC"
John Gotlewski,"Psychologist, PsyD"
John Henry Strong,"Counselor, LGPC"
John Hite,"PsyD, MEd, NCSP"
John J Michalczyk,"Counselor, MA, MDiv"
John J Nealon,"Licensed Clinical Professional Counselor, PhD, LCPC"
John Jankowski,"Clinical Social Work/Therapist, LCSW"
John Johnson II,"Licensed Clinical Professional Counselor, MA, LCPC"
John L McLaughlin,"Psychologist, PhD"
John Lawrence Potash,"Clinical Social Work/Therapist, LCSW-C"
John Magee,"Clinical Social Work/Therapist, LCSW-C"
John Martin II,"Clinical Social Work/Therapist, MSW, LCSW-C"
John Michael Hayes,"Psychologist, PhD, ABPP"
John P Geremia,"Clinical Social Work/Therapist, LCSW-C"
John Persampiere,"Psychologist, PhD"
John Polanco,"Counselor, LCPC"
John Price Bishop,"Clinical Social Work/Therapist, LCSW-C"
John Rooney,"Clinical Social Work/Therapist, LCSW, LCSW-C, LICSW"
John Volpe,"Counselor, LCPC"
John W Cornelius,"Clinical Social Work/Therapist, MS, MSW, LCSW-C, LICSW"
John Wirth,"Licensed Clinical Professional Counselor, PhD, LMHC, ICADC, LCPC"
John Z. Windsor,"Licensed Clinical Professional Counselor, LCPC"
John-Paul James,"Resident in Counseling, PhD, DMin, DACBN"
Johnetta Howard,"LGPC, NCC"
Johnny Barton,"Clinical Social Work/Therapist, MSW,  LCSW-C"
Johnzelle Anderson,"Licensed Professional Counselor, MA, LPC"
Jolie Golomb,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Jolyce O'Neill,"Counselor, LCPC, NCC"
JoLynn Bitler,"Licensed Clinical Professional Counselor, LCPC"
JoLynn Bitler,Licensed Clinical Professional Counselor
JoLynn J Kernan,"Psychologist, PsyD"
Jon Gorman,"Psychologist, PsyD"
Jon Mossberg,"Clinical Social Work/Therapist, LCSW"
Jon Thomas,"Counselor, EdD, LCPC, LPC"
"Jonah Green and Associates, LLC","Clinical Social Work/Therapist, LCSW-C, LCMFT"
Jonathan Adamson,"Clinical Social Work/Therapist, LMSW"
Jonathan Christophel,"Clinical Social Work/Therapist, LICSW"
Jonathan E Drumgoole,"Licensed Clinical Professional Counselor, LCPC, PAT"
Jonathan Kirkendall,"Licensed Professional Counselor, LPC"
Jonathan Ladd,"Clinical Social Work/Therapist, LCSW-C"
Jonathan Le,"Counselor, LCPC"
Jonathan M Hartiens,"Psychologist, PhD"
Jonathan Mattanah,"Psychologist, PhD"
Jonathan R Helwig,"Clinical Social Work/Therapist, LCSW-C"
Jonathan R Schettino,"Psychologist, PhD"
Jonathan Rhoads,"Clinical Social Work/Therapist, MSW, LCSW-C"
Jonathan Schubert,"Clinical Social Work/Therapist, LICSW"
Jonathon Carrington -  Narrative Wellness,"Counselor, LPC, LCPC"
"Joni Joseph, LCSW, LCSW-C","Clinical Social Work/Therapist, LCSW, LCSW-C"
Jonisha Toomer,"Licensed Clinical Professional Counselor, LCPC"
Jordan Atwell,"Clinical Social Work/Therapist, LMSW"
Jordan Bell,"Psychologist, PhD"
Jordan Bernard Laws,"Psychological Associate, SSP, NCSP"
Jordan Carr,"Clinical Social Work/Therapist, LCSW-C"
Jordan Cox,"Counselor, LGPC, MS"
Jordan Goodman,"Licensed Clinical Professional Counselor, LCPC"
Jordan Katherine Brown,"Counselor, LCPC"
Jordan McGill,"Clinical Social Work/Therapist, LCSW-C"
Jordan Shaffer,"Clinical Social Work/Therapist, LMSW"
Jordan Wagner,"Marriage & Family Therapist, LGMFT"
Jordana B Ravick,"Clinical Social Work/Therapist, MSW, LCSW, LCSW-C, LICSW"
Jordyn Bell,"Licensed Clinical Professional Counselor, LCPC, C-DBT"
Jordyn Gentzler,"Clinical Social Work/Therapist, LMSW"
Jordyn Occhipinti,"Licensed Professional Counselor, MEd"
Jory Harris Blumenthal,"Clinical Social Work/Therapist, LMSW"
Jose Robert Pozo Jr,"Counselor, MS, LCPC"
Jose Rosado,"Counselor, LCPC, NCC, MBA"
Josee Aumiller,"Licensed Clinical Professional Counselor, LGPC"
Joselyn Brown,"Licensed Clinical Professional Counselor, LCPC"
Joselyn Brown,"Counselor, LCPC"
Joseph ('yosie) Friedman,"Psychological Associate, PhD"
Joseph Ari Maravi,"Clinical Social Work/Therapist, LCSW-C"
Joseph Bullock,"Licensed Professional Counselor, LCPC"
Joseph C Melendez,"Clinical Social Work/Therapist, LCSW, LICSW, LCSW-C"
Joseph De Marco,"Psychologist, PsyD"
Joseph Kim,"Counselor, MA, LCPC"
Joseph Kosowsky,"Psychologist, PsyD"
Joseph LaFleur & Associates,"Clinical Social Work/Therapist, MSW, LICSW, CPATP, CDWF, SEP"
Joseph Mauler,"Licensed Clinical Professional Counselor, LCPC, NCC"
Joseph R Kachik,"Psychologist, PhD"
Joseph Raymond Schap,"Counselor, MS, LCPC, NCC, FIPA"
Josephine A Bulkley,"Clinical Social Work/Therapist, JD, MSW"
Josh A Kalman,"Psychologist, PsyD"
Josh Foster,"Counselor, LCPC"
Josh Kay,"Clinical Social Work/Therapist, LCSW"
Josh N Burton,"Counselor, MA, LCPC, NCC, JD"
Joshua Armentrout,"Licensed Clinical Professional Counselor, MA, MS, LCPC"
Joshua Bombino,"Clinical Social Work/Therapist, LCSW-C"
Joshua Brenner,Clinical Social Work/Therapist
Joshua Groah,"Clinical Social Work/Therapist, LCSW-C"
Joshua Hayes,"Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
Joshua Kleiner,"Licensed Clinical Professional Counselor, LCPC, NCC, PMH-C"
Joshua M. Cohen,"Psychologist, PhD"
Joshua O'Connor,"Clinical Social Work/Therapist, LMSW"
Josie Ann Bodenstein,"Clinical Social Work/Therapist, LCSW-C, MA"
Josie Bodenstein,"Clinical Social Work/Therapist, LCSW-C"
Josie Bowers,"Counselor, LGPC"
Josline Dibonge,"Clinical Social Work/Therapist, LCSW-C"
Joslyn Hills,"Licensed Professional Counselor, LPC, MA"
"Journe, LLC Life Coach",MSW
"Journey Counseling & Consulting, LLC","Licensed Clinical Professional Counselor, EdD, LCPC, NCC"
"Journey into Wellness, LLC","Licensed Clinical Professional Counselor, PhD, LCPC"
"Journey of Hope, LLC","Counselor, LCPC"
Journeys Counseling,"Counselor, LPC"
Joy Hurley,"Clinical Social Work/Therapist, LCSW-C"
Joy Kassett,"Psychologist, MSW, MPH, PhD"
Joy Martin,"Licensed Clinical Professional Counselor, LCPC"
Joy Martini,"Clinical Social Work/Therapist, LICSW"
Joy Teitelbaum,"Clinical Social Work/Therapist, LCSW-C, MS"
Joy Yelton,"Clinical Social Work/Therapist, LCSW-C"
Joyce King,"Licensed Clinical Professional Counselor, LCPC"
Joyce Schaum,"Licensed Clinical Professional Counselor, LCPC"
Ju Liu,"Clinical Social Work/Therapist, LCSW-C"
Juanita E Jackson,"Licensed Clinical Professional Counselor, LCPC"
Judeline Altema-Commey,"Licensed Clinical Professional Counselor, LCPC, ACS,  C-DBT, CTRP"
Judi Lang,"Clinical Social Work/Therapist, LCSW"
Judith A. Marx,"Psychologist, PhD"
"Judith Andai, PsyD, LCSW","Clinical Social Work/Therapist, PsyD, LCSW"
Judith Asner,"Clinical Social Work/Therapist, MSW, LCSW, BCD"
Judith Gallant,"Clinical Social Work/Therapist, LCSW-C"
Judith Geller LCSW-C Psychotherapy Services,"Clinical Social Work/Therapist, LCSW-C, MA"
"Judith M. Levy, LLC","Clinical Social Work/Therapist, LCSW-C, MA"
Judith Mazza,"Psychologist, PhD"
Judith Schulman-Miller,"Clinical Social Work/Therapist, LCSW, LMFT"
Judith Sharon Hylton,"Counselor, MEd, MA, LCPC, NBCC"
Judith Upshaw,"Drug & Alcohol Counselor, LCADC"
Judith Viers,"Clinical Social Work/Therapist, LMSW"
Judy Clifford,"Psychologist, PhD, MA"
Judy T Lazarus,"Clinical Social Work/Therapist, LCSW-C, ACSW"
Judy Wang,"Counselor, CPC, LCPC"
Juleen Chevalier,"Clinical Social Work/Therapist, MSW, LCSW-C, LICSW"
Jules Roxanne Webb,"Clinical Social Work/Therapist, LCSW-C"
Juli Griffin Gross,"Licensed Clinical Professional Counselor, LCPC"
Juli Way Spencer,"Clinical Social Work/Therapist, LCSW-C, LICSW, RY-200"
Julia Daniele,"Counselor, MS, LGPC"
Julia Dematatis,"Counselor, LCPC, NCC"
Julia Dibos Turner,"MS BCBA, LBA, CLC"
Julia Dowling,"Clinical Social Work/Therapist, LCSW-C, LICSW, LCSW"
Julia Goldberg,"Clinical Social Work/Therapist, LMSW"
Julia Han,"Psychologist, PhD"
Julia Henry McGovern,Clinical Social Work/Therapist
Julia Kirvan,"Clinical Social Work/Therapist, LCSW-C"
Julia Kurisch,"Licensed Clinical Professional Counselor, LCPC"
Julia L Murphy,"Licensed Clinical Professional Counselor, LCPC"
Julia L Smith,"Counselor, LPC, LCPC, ATR-BC"
Julia Mason,"Licensed Master Social Worker, LMSW"
Julia May,"Counselor, LCPC"
Julia May,"Licensed Professional Counselor, LCPC"
Julia Murphy,"Licensed Clinical Professional Counselor, LPC"
Julia Murphy,Licensed Clinical Professional Counselor
Julia Perini,"Clinical Social Work/Therapist, LCSW-C, CGP"
Julia Rainer,"Clinical Social Work/Therapist, MSS, LCSW, LMSW"
Julia Rasnake,"Clinical Social Work/Therapist, LCSW-C"
Julia Rodriguez,"Clinical Social Work/Therapist, LCPC"
Julia Rostkowski,"Clinical Social Work/Therapist, MS, LMSW"
Julia Sampaio,"Clinical Social Work/Therapist, LMSW"
Julia Sanders,"Counselor, LCPC"
Julia Shabat,"Psychologist, PhD"
Julia Stephenson,"Counselor, LCPC, MA"
Julia Tier,"Clinical Social Work/Therapist, LICSW"
Julia Wilhoit,"Licensed Graduate Professional Counselor, LGPC"
Juliana Borelli,"Clinical Social Work/Therapist, MSW"
Juliann Siwicki,"Counselor, LGPC, NCC, NCSC"
Julianna S Hedberg,"Counselor, MA, LMHC, CCTP"
Julianne Meagher,"Clinical Social Work/Therapist, LCSW-C, RPT-S"
Julie A Eastin,"Psychologist, PhD"
Julie A Hanson,"Marriage & Family Therapist, MS, LMFT, LCMFT, RYT, CLC"
Julie A Kaus,"Clinical Social Work/Therapist, LCSW-C"
Julie A Mizak,"Clinical Social Work/Therapist, LCSW-C, ACE CPT, CF L2, Pn1"
Julie A Stukey,"Clinical Social Work/Therapist, LCSW-C"
Julie Altman Wolff,"Licensed Clinical Professional Counselor, MS, LCPC"
Julie Baron and Associates,"Clinical Social Work/Therapist, LCSW-C, LICSW, LCSW"
Julie Bindeman,"Psychologist, PsyD"
Julie Bulitt,"Clinical Social Work/Therapist, LCSW-C"
Julie Butterbaugh,"Counselor, LCPC"
Julie Ceigler,"Clinical Social Work/Therapist, LICSW, LCSW-C, LCSW"
Julie Colatrella,"Counselor, LCPC, NCC"
Julie Derby,"Clinical Social Work/Therapist, LCSW-C"
Julie Devine,"Licensed Clinical Professional Counselor, LCPC, MA"
Julie Fischer,"Counselor, MEd, NCC, LCPC"
Julie Fried,"Licensed Clinical Professional Counselor, MA, LCPC"
Julie Furman,"Clinical Social Work/Therapist, LMSW, MSN-RN"
Julie G. Kays,"Counselor, LCPC, NCC"
Julie Harris,"Clinical Social Work/Therapist, LCSW-C"
Julie Harris Blitz,"Clinical Social Work/Therapist, MSW, LCSW-C, LISW"
Julie Heflin,"Counselor, LCPC, NCC"
Julie Hemming Savage,"Clinical Social Work/Therapist, LCSW"
Julie Hickson,"Clinical Social Work/Therapist, LCSW-C"
Julie Kraus,"Counselor, LCPC"
Julie L Miller,"Licensed Clinical Professional Counselor, MA, LCPC"
Julie M Kotler,"LCPC, ATR-BC, LCPAT"
"Julie McCarter, LLC","Clinical Social Work/Therapist, LCSW"
Julie McKenna,"Psychologist, PhD"
Julie Murphy,"Psychologist, PhD"
Julie Parsons,"Clinical Social Work/Therapist, LCSW-C"
Julie Patchan,"Counselor, LCPC"
Julie Pindell Smith,"Drug & Alcohol Counselor, MS, CADC, CSC-AD"
Julie Reibsane,"Clinical Social Work/Therapist, LCSW"
Julie Roberts,"Counselor, MA, LCPC, LMHC, CCATP"
Julie Seechuk,"Clinical Social Work/Therapist, LMSW"
Julie Sutton,"Clinical Social Work/Therapist, LCSW-C, CSW, APHSW-C, CDP, CTMH"
Julie Yook,"Art Therapist, MA, LCPAT, ATR-BC"
Julie Zaniewski,"Counselor, LPCMH"
Juliet Dixon,"Clinical Social Work/Therapist, LCSW"
Julieta Macias,"Clinical Social Work/Therapist, LCSW-C, PhD"
Julsey Capon Roach,"Licensed Clinical Professional Counselor, MS, LCPC, NCC"
June Faith Dickerson,"Counselor, MA, LCPC"
Junko Araki,"Counselor, LCPC, LPC, BC-DMT"
Just Breathe Recovery and Wellness Centers,"Clinical Social Work/Therapist, LCSW-C"
Just Ducky Behavioral Health,"Counselor, LCPC"
Justice K Browning,"Clinical Social Work/Therapist, LMSW"
Justin Collmann,"Psychologist, PhD"
Justin Forrest Miles,"Counselor, MA, LCPC-S, LGAD-S"
Justin Griepentrog,Clinical Social Work/Therapist
Justin L. Harmon,"PhD, MA"
Justin Leak,"Psychologist, PsyD"
Justin S. Hopkins,"Psychologist, PsyD"
Justin Scott,"Clinical Social Work/Therapist, LCSW-C"
Justin Trout - NOCD,"Counselor, LPC, QMHP"
Justine Del Nunzio,"Clinical Social Work/Therapist, LCSW-C"
Justine Harris-Brown,"Licensed Clinical Professional Counselor, LCPC"
Justine Kilian,"Clinical Social Work/Therapist, LMSW"
K. Courtiney Jacobs,"Counselor, MS, MEd, NCC, LCPC"
Kacey Dean,"Counselor, RN, LCMHC, LCPC"
Kacey Hughes,"Counselor, LCPC"
Kaelan Keller,"Counselor, LCPC"
Kaelin Perrin,"Psychologist, PsyD"
Kaelyn Betterton,Pre-Licensed Professional
Kairo Vivas,"Clinical Social Work/Therapist, LCSW-C"
Kaitlin Carlson,"Clinical Social Work/Therapist, LCSW-C"
Kaitlin Kennedy,"Clinical Social Work/Therapist, LCSW-C"
Kaitlin Marta Waldrip,"Clinical Social Work/Therapist, LCSW-C"
Kaitlin Widerman,"Licensed Clinical Professional Counselor, LCPC"
Kaitlyn Fowler,"Counselor, LGPC"
Kaitlyn Kylus,"Clinical Social Work/Therapist, LMSW"
Kaitlyn Lane,"Clinical Social Work/Therapist, LCSW-C, LCSW"
Kaitlyn Norris,"Counselor, MA, LGPG"
Kal Zeryihun,"Clinical Social Work/Therapist, LCSW-C"
"Kaleidoscope Wellness and Education Group, LLC","Clinical Social Work/Therapist, LICSW, LCSW-C, LMSW"
Kali Sadler,"Clinical Social Work/Therapist, LMSW"
Kalkidan Yilma,Pre-Licensed Professional
Kamayani Odegard,Clinical Social Work/Therapist
Kami Sankar Boyle,"Clinical Social Work/Therapist, LCSW-C, EMDR-C, RYT-500"
Kamica M Speaks,"Counselor, LCPC-S, NCC"
Kamilah A. Smiley,"Clinical Social Work/Therapist, LCSW-C"
Kandyce Jones - Sacred Flow Counseling,"Counselor, LGPC, NCC"
Kaniya Alston,"Pre-Licensed Professional, MSW, SISW"
KAP Counseling and Wellness,"Clinical Social Work/Therapist, LCSW-C"
Kara Boyd,"Clinical Social Work/Therapist, LCSW-C"
Kara Gioioso Keryakos,"Counselor, LCPC, MS"
Kara Keicher - NOCD,"Clinical Social Work/Therapist, MSW, LCSW-C"
Kara O'Leary,"Psychologist, PhD"
Kara Peters Veigas,"Clinical Social Work/Therapist, LICSW, LCSW-C"
Kara R Koenig,"Psychologist, PsyD"
Kara Smith,"Marriage & Family Therapist, LCMFT"
Kara Tumy,"Licensed Clinical Professional Counselor, LCPC"
Kara Zoolakis,"Clinical Social Work/Therapist, LCSW-C"
Karen A Schmid,"Clinical Social Work/Therapist, LCSW-C"
Karen Andrea Schafer,"Licensed Clinical Professional Counselor, PsyD, LCPC"
Karen Ann Harvis,"MS, RN, CS-P"
Karen Banks,"Licensed Professional Counselor, MEd, LPC"
Karen Clarence,"Clinical Social Work/Therapist, LCSW-C"
Karen Diggs,"Licensed Clinical Professional Counselor, LCPC, CAMS-lI, Life, Coach"
Karen E Eberwein,"Psychologist, PsyD, ABPP, CGP"
Karen E Helfman,"Clinical Social Work/Therapist, MSW, LCSW-C"
Karen E Katrinic,"Marriage & Family Therapist, MS, LCMFT"
Karen E Sherwood,"Clinical Social Work/Therapist, MSW, LCSW-C"
Karen Epstein,"Licensed Clinical Professional Counselor, LCPC, NCC, EMDR-C"
Karen Garman,"Clinical Social Work/Therapist, MSW, LICSW"
"Karen Hill Allen and Associates, LLC","Licensed Clinical Professional Counselor, LCPC, BCC"
Karen I Crawley-Buckholtz,"Counselor, MA, LCPC"
Karen J Helfrich,"Clinical Social Work/Therapist, LCSW-C, LICSW"
Karen James,"Clinical Social Work/Therapist, MSW, LCSW-C"
Karen Jean Albright,"Clinical Social Work/Therapist, MSW, LCSW-C"
Karen Johnson,"Counselor, MA, LCPC, NCC"
Karen Joyner,"Counselor, LCPC, NCC"
Karen K Johnson,"Clinical Social Work/Therapist, LCSW-C"
Karen K Poehlman,"Counselor, MS, LCPC"
Karen Kochen Silverman,"Clinical Social Work/Therapist, LCSW-C, LLC"
Karen L Weise,"Psychologist, PhD"
Karen Lemus,"Clinical Social Work/Therapist, LCSW-C"
Karen Louis,"MEd, MFT"
Karen M Hillman,"Clinical Social Work/Therapist, LCSW-C"
Karen M Morris,"Clinical Social Work/Therapist, LCSW-C"
Karen M. Miller,"Clinical Social Work/Therapist, LCSW-S, MSW"
Karen Mandwelle Caplan,"Clinical Social Work/Therapist, LCSW-C"
Karen Mcclelland,"Clinical Social Work/Therapist, LCSW"
Karen Moore,"Clinical Social Work/Therapist, LCSW-C"
Karen Ortman,"Clinical Social Work/Therapist, LCSW-C"
Karen Rosen,"Clinical Social Work/Therapist, LCSW-C"
Karen S. Porter,"Counselor, LCPC, TI-ATC"
Karen Savage,"Counselor, NCC, LCPC"
Karen Scalio,"Clinical Social Work/Therapist, MSW, LCSW, RPT"
